battery,seed,line_id,token,token_bin
TD,42,31,kifba,abstain
TD,42,31,kilya,abstain
TD,42,31,sakilja,clash
TD,42,32,ik'eche,clash
TD,42,32,sakilja,abstain
TD,42,32,donuks,abstain
TD,42,33,donuks,abstain
TD,42,33,ko'soxsal,abstain
TD,42,34,donuks,abstain
TD,42,34,ko'mujuk,abstain
TD,42,35,cha'tsoke,clash
TD,42,35,itsok,clash
TD,42,35,xefe,match
TD,42,35,yotlapek,clash
TD,42,36,puyao,clash
TD,42,37,tlapec,clash
TD,42,37,puyao,clash
TD,42,37,itsok,clash
TD,42,37,uch',clash
TD,42,37,ta'nuk,clash
TD,42,38,otsuks,clash
TD,42,38,tzokan'te,clash
TD,42,38,ik'el,clash
TD,42,40,kuxkal,clash
TD,42,40,kutsen,clash
TD,42,40,tlayeb,clash
TD,42,40,ela,clash
TD,42,40,ukto,match
TD,42,40,máax,match
TD,42,42,otsuks,clash
TD,42,42,máax,clash
TD,42,43,mucane,clash
TD,42,44,máax,abstain
TD,42,44,cheyel,abstain
TD,42,46,máax,match
TD,42,46,tlayeb,clash
TD,42,46,mucane,clash
TD,42,48,otsuks,clash
TD,42,48,quxzeh,clash
TD,42,49,axba,clash
TD,42,49,kíibsa',clash
TD,42,50,ek,clash
TD,42,50,tala,clash
TD,42,50,jare'yantul,abstain
TD,42,51,ek'le,clash
TD,42,51,upulché,clash
TD,55555,1,ek,partial
TD,55555,1,mucane,abstain
TD,55555,2,teoyuxtlane,clash
TD,55555,2,ascensionada,clash
TD,55555,2,yutsal,clash
TD,55555,3,kilya,clash
TD,55555,3,ma,match
TD,55555,4,itsok,clash
TD,55555,4,kextal,clash
TD,55555,4,kujkuali,match
TD,55555,4,ik'bala,clash
TD,55555,5,ikba'yucane,clash
TD,55555,6,'ibil,clash
TD,55555,6,kutsen,clash
TD,55555,6,ik'el,clash
TD,55555,6,kifba,clash
TD,55555,6,tlayeb,clash
TD,55555,7,ascenada,match
TD,55555,7,akal,clash
TD,55555,8,aiokmo,abstain
TD,55555,8,elba,match
TD,55555,9,kuxte',clash
TD,55555,9,kíimil',match
TD,55555,10,tlaxye',clash
TD,55555,11,ma'oxe,clash
TD,55555,11,ik'el,clash
TD,55555,12,le'itzil,clash
TD,55555,13,xatlene,clash
TD,55555,13,kujkuali,clash
TD,55555,14,gyan'uks,abstain
TD,55555,14,ko'janti,clash
TD,55555,15,'ibil,clash
TD,55555,16,ik'el,clash
TD,55555,17,yaxe,clash
TD,55555,17,chikula',clash
TD,55555,18,tzokan'te,clash
TD,55555,18,ik'el,clash
TD,55555,19,líimek,clash
TD,55555,20,yutsal,clash
TD,55555,20,yatle,clash
TD,55555,21,tlayeb,clash
TD,55555,21,kutsen,clash
TD,55555,22,tlayeb,clash
TD,55555,22,kifba,clash
TD,55555,23,kuxkal,match
TD,55555,24,yuquia,clash
TD,55555,25,eche,clash
TD,55555,25,nochbe,clash
TD,55555,26,kí',match
TD,55555,26,inib,clash
TD,55555,27,mujuk',clash
TD,55555,27,mucane,clash
TD,55555,27,niáach,clash
TD,55555,27,i'chian,clash
TD,55555,28,waja,abstain
TD,55555,28,buxa,clash
TD,55555,29,fukuur,clash
TD,55555,30,daka,clash
TD,55555,30,puxe,clash
TD,55555,30,xi,clash
TD,55555,31,kifba,clash
TD,55555,31,kilya,clash
TD,55555,31,sakilja,match
TD,55555,32,ik'eche,abstain
TD,55555,32,sakilja,match
TD,55555,32,donuks,abstain
TD,55555,33,donuks,abstain
TD,55555,33,ko'soxsal,clash
TD,55555,34,donuks,abstain
TD,55555,34,ko'mujuk,clash
TD,55555,35,cha'tsoke,abstain
TD,55555,35,itsok,clash
TD,55555,35,xefe,match
TD,55555,35,yotlapek,clash
TD,55555,36,puyao,clash
TD,55555,37,tlapec,clash
TD,55555,37,puyao,abstain
TD,55555,37,itsok,clash
TD,55555,37,uch',clash
TD,55555,37,ta'nuk,clash
TD,55555,38,otsuks,clash
TD,55555,38,tzokan'te,abstain
TD,55555,38,ik'el,clash
TD,55555,40,kuxkal,match
TD,55555,40,kutsen,clash
TD,55555,40,tlayeb,clash
TD,55555,40,ela,clash
TD,55555,40,ukto,abstain
TD,55555,40,máax,match
TD,55555,42,otsuks,clash
TD,55555,42,máax,match
TD,55555,43,mucane,clash
TD,55555,44,máax,match
TD,55555,44,cheyel,clash
TD,55555,45,mucane,clash
TD,55555,46,máax,clash
TD,55555,46,tlayeb,clash
TD,55555,46,mucane,clash
TD,55555,48,otsuks,abstain
TD,55555,48,quxzeh,abstain
TD,55555,49,axba,clash
TD,55555,49,kíibsa',clash
TD,55555,50,ek,match
TD,55555,50,tala,clash
TD,55555,50,jare'yantul,clash
TD,55555,51,ek'le,match
TD,55555,51,upulché,clash
